year,permno,ticker,comnam,age,div12m_me,ffo_at_reit,beta,lnmcap,ret12,ret
2023,84392,KRC,KILROY REALTY CORP,348.0,0.0651514,0.013165509974216,0.812983060353977,15.173508072144829,0.099216018156083,0.099216018156083
2024,84392,KRC,KILROY REALTY CORP,360.0,0.05882116,0.0118881039870108,0.9523730308076804,15.279109748293587,0.0771406872682738,0.0771406872682738
2004,84659,TCR,CORNERSTONE REALTY INCOME TR INC,120.0,0.085477225,0.0081092134548386,0.1852715516383793,13.153697800283153,0.2144282446794596,0.2144282446794596
2005,84659,TCR,CORNERSTONE REALTY INCOME TR INC,123.0,0.069398694,0.0088155125880412,0.2136308952424374,13.204933829825867,0.0150714241239999,0.0150714241239999
2004,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,120.0,0.03783832,0.015315469620625,0.0592504473101936,14.01274914174329,0.3363998427878647,0.3363998427878647
2005,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,132.0,0.033752855,0.0137790988427954,0.1163233650182554,14.258409975485767,0.1216215632640844,0.1216215632640844
2006,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,144.0,0.027271694,0.0126218824747713,0.3806454152293436,14.665018075449604,0.2854721584391464,0.2854721584391464
2007,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,156.0,0.028091818,0.0113796250067792,0.511537095903786,14.913292825721689,0.0442784146537487,0.0442784146537487
2008,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,168.0,0.036278594,0.0097204456114907,0.9035317162166632,14.849400235193292,-0.384256931128033,-0.384256931128033
2009,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,180.0,0.055128947,0.0099569597961557,1.1864713512937952,14.38139484506616,0.1125547634100718,0.1125547634100718
2010,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,192.0,0.019778423,0.0097878473288778,1.141839490825458,14.986465147416284,0.1644987212128095,0.1644987212128095
2011,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,204.0,0.021160796,0.0078026014749075,1.12364354679192,15.301776746832427,-0.033542153229878,-0.033542153229878
2012,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,216.0,0.026942104,0.009924453092408,1.0985711430315253,15.316734833535314,0.0347814383969837,0.0347814383969837
2013,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,228.0,0.03297436,0.0099128824143584,1.0795739535769295,15.34416286877112,-0.0453346400052676,-0.0453346400052676
2014,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,240.0,0.035325695,0.0102471256682088,0.9118368529620668,15.529449762285232,0.4473006247470923,0.4473006247470923
2015,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,252.0,0.032294717,0.009974668395864,0.7980858696599737,15.704018281497682,0.0533209601662643,0.0533209601662643
2016,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,264.0,0.030665612,0.0103390664940859,0.8450438477944475,15.838341099425577,0.2689207494586387,0.2689207494586387
2017,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,276.0,0.025228074,0.0075211275485673,0.7696041595192878,16.216308422236338,0.2093892000489172,0.2093892000489172
2018,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,288.0,0.027038036,0.0136438621564576,0.7367450109778662,16.379471568263188,-0.0904378030726675,-0.0904378030726675
2019,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,300.0,0.025240289,0.013708062920284,0.7249550637246039,16.630093444481542,0.4399872848142196,0.4399872848142196
2020,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,312.0,0.024056857,0.0113115902704414,0.6726164216808129,16.83027522870012,0.1327564657562217,0.1327564657562217
2021,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,324.0,0.021453394,0.0143497785101246,0.5006885999533299,17.144694079732275,0.2812487385348223,0.2812487385348223
2022,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,336.0,0.027285354,0.0097037109810354,0.6011327094717843,17.099743379418143,-0.3264455357306973,-0.3264455357306973
2023,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,348.0,0.039464105,0.0086503873767563,0.7310130748613871,16.85190759826001,-0.0915600356443752,-0.0915600356443752
2024,84767,ARE,ALEXANDRIA REAL EST EQUITIES INC,360.0,0.043446552,0.0102981981533064,0.8617951225162847,16.829919379765077,-0.1949814627900881,-0.1949814627900881
2004,85058,BXP,BXP INC,120.0,0.045104515,0.0177693123430118,0.0909691766402626,15.559546620078414,0.4054002858477477,0.4054002858477477
2005,85058,BXP,BXP INC,132.0,0.049665257,0.0172011009437469,0.1274219005199934,15.838144066808198,0.2337990598599526,0.2337990598599526
2006,85058,BXP,BXP INC,144.0,0.05058658,0.0174811959464102,0.3287411635349014,16.208000486884938,0.6257424264121991,0.6257424264121991
2007,85058,BXP,BXP INC,156.0,0.07537838,0.016333628800186,0.4213351197630759,16.36149705698832,-0.1030588301958082,-0.1030588301958082
2008,85058,BXP,BXP INC,168.0,0.09668153,0.0150070206267988,0.7235256277165875,16.125280513536097,-0.3798817320723034,-0.3798817320723034
2009,85058,BXP,BXP INC,180.0,0.048641425,0.0111375351104028,1.1379828953724858,15.728433328223687,0.2752323829396057,0.2752323829396057
2010,85058,BXP,BXP INC,192.0,0.025904188,0.0149826114403281,1.190953992463048,16.19921450659809,0.3167869119850981,0.3167869119850981
2011,85058,BXP,BXP INC,204.0,0.01965745,0.0120533178899935,1.1611513059853829,16.489270840317275,0.1813639777833173,0.1813639777833173
2012,85058,BXP,BXP INC,216.0,0.019910527,0.0138533455713486,1.1181608204067623,16.58491604154818,0.0853453888900515,0.0853453888900515
2013,85058,BXP,BXP INC,228.0,0.025489075,0.0136907852417598,1.1012980267908894,16.57878836130287,-0.005564138169103,-0.005564138169103
2014,85058,BXP,BXP INC,240.0,0.04211783,0.0110116316798184,0.8029536021057887,16.719641465546882,0.3559570673114431,0.3559570673114431
2015,85058,BXP,BXP INC,252.0,0.05355935,0.0119733729463818,0.5810642166962093,16.78937370862034,0.0215962722695,0.0215962722695
2016,85058,BXP,BXP INC,264.0,0.029497111,0.0128694343944818,0.6085361861743736,16.79012154718081,0.0068709496471295,0.0068709496471295
2017,85058,BXP,BXP INC,276.0,0.022840515,0.013356926436953,0.6061852980839652,16.782006446654997,0.0588356801705176,0.0588356801705176
2018,85058,BXP,BXP INC,288.0,0.026015764,0.0138028310186181,0.6667578556772492,16.75997701949404,-0.1089065257881047,-0.1089065257881047
2019,85058,BXP,BXP INC,300.0,0.027857145,0.0139044742347255,0.8729935844784237,16.84105092926978,0.2608269121295474,0.2608269121295474
2020,85058,BXP,BXP INC,312.0,0.041432254,0.0143504014692099,0.9552341488068198,16.507091829777625,-0.2836107884104915,-0.2836107884104915
2021,85058,BXP,BXP INC,324.0,0.036077388,0.0114385685525609,1.0365409065167952,16.646999033873964,0.262709487547109,0.262709487547109
2022,85058,BXP,BXP INC,336.0,0.043351814,0.0132121552008263,0.9849461947214678,16.48966218740945,-0.3857051266953302,-0.3857051266953302
2023,85058,BXP,BXP INC,348.0,0.06566548,0.0135968313597925,1.0397226289940744,16.059639403506598,0.1081965548024843,0.1081965548024843
2024,85058,BXP,BXP INC,360.0,0.056221634,0.0125474779928664,1.1115461964097944,16.214819554688873,0.120590571166107,0.120590571166107
2004,85082,EGP,EASTGROUP PROPERTIES INC,396.0,0.053573173,0.013658334393736,0.1087864134885707,13.477164523305603,0.2496678565750774,0.2496678565750774
2005,85082,EGP,EASTGROUP PROPERTIES INC,408.0,0.045987118,0.0141002266013044,0.1574097817703534,13.71230108779811,0.2339285626135134,0.2339285626135134
2006,85082,EGP,EASTGROUP PROPERTIES INC,420.0,0.039426565,0.0127914262278433,0.3461989304835395,13.912035204880985,0.2339461682565682,0.2339461682565682
2007,85082,EGP,EASTGROUP PROPERTIES INC,432.0,0.04174052,0.0146669228941705,0.4933768918062087,13.926626769139943,-0.1834427079443339,-0.1834427079443339
2008,85082,EGP,EASTGROUP PROPERTIES INC,444.0,0.047788944,0.0183692731097028,0.7346505349520175,13.852565678891956,-0.1077261548065273,-0.1077261548065273
2009,85082,EGP,EASTGROUP PROPERTIES INC,456.0,0.06143273,0.0179738593352599,0.8905458274902444,13.663239552214542,0.1437162467763293,0.1437162467763293
2010,85082,EGP,EASTGROUP PROPERTIES INC,468.0,0.053658362,0.0168300719380897,0.8625048406789114,13.836523531143916,0.1670941621490769,0.1670941621490769
2011,85082,EGP,EASTGROUP PROPERTIES INC,480.0,0.047921706,0.0160443639965428,0.8833476230837456,13.975106035930033,0.0795289430042764,0.0795289430042764
2012,85082,EGP,EASTGROUP PROPERTIES INC,492.0,0.03912888,0.0165035370752491,0.8856990278247925,14.204344908352384,0.2876537561484451,0.2876537561484451
2013,85082,EGP,EASTGROUP PROPERTIES INC,504.0,0.035126638,0.0168674901973157,0.9259523277602936,14.395926271064836,0.1169033217814683,0.1169033217814683
2014,85082,EGP,EASTGROUP PROPERTIES INC,516.0,0.033473182,0.0170801328849094,0.8571155700854495,14.506100592429767,0.132223931187366,0.132223931187366
2015,85082,EGP,EASTGROUP PROPERTIES INC,528.0,0.03898361,0.0178029711040271,0.8465974922924827,14.440184808948873,-0.0849182185527308,-0.0849182185527308
2016,85082,EGP,EASTGROUP PROPERTIES INC,540.0,0.03642964,0.0182718773360047,0.8090773664732732,14.576255021036774,0.3753479237794452,0.3753479237794452
2017,85082,EGP,EASTGROUP PROPERTIES INC,552.0,0.029307723,0.0191130488398839,0.7438483956301476,14.850858940702544,0.233496210845159,0.233496210845159
2018,85082,EGP,EASTGROUP PROPERTIES INC,564.0,0.027549243,0.0197461421830441,0.7027534525338681,14.99319844013471,0.0691709764682404,0.0691709764682404
2019,85082,EGP,EASTGROUP PROPERTIES INC,576.0,0.023253808,0.0201640178924638,0.6740161245310707,15.306702071111674,0.4818586984927273,0.4818586984927273
2020,85082,EGP,EASTGROUP PROPERTIES INC,588.0,0.023552703,0.0197194251515013,0.6369758167882257,15.40732496763656,0.0673671000198843,0.0673671000198843
2021,85082,EGP,EASTGROUP PROPERTIES INC,600.0,0.018874152,0.0203067177600911,0.4817909375809078,15.726418327842422,0.6843834736039054,0.6843834736039054
2022,85082,EGP,EASTGROUP PROPERTIES INC,612.0,0.024218576,0.0207942867918034,0.5757002795526857,15.780258312885849,-0.3307309735717393,-0.3307309735717393
2023,85082,EGP,EASTGROUP PROPERTIES INC,624.0,0.028067024,0.0194637289903016,0.6572348559940808,15.850239604258602,0.2762945841818234,0.2762945841818234
2024,85082,EGP,EASTGROUP PROPERTIES INC,636.0,0.02850595,0.0207977371733602,0.6751767544317234,15.945391892871749,-0.0983725322949351,-0.0983725322949351
2013,85234,PZN,PRISON REALTY TRUST INC,228.0,0.16216457,0.0253621330217799,0.751209448572944,15.172542699293006,0.0584874220001674,0.0584874220001674
2014,85234,PZN,PRISON REALTY TRUST INC,240.0,0.1044407,0.0213862899832585,0.5100125271671826,15.188852406446316,0.2034758135781798,0.2034758135781798
2015,85234,PZN,PRISON REALTY TRUST INC,252.0,0.064421974,0.0255913472296535,0.4554060945359652,15.16314286113679,-0.2198495062927065,-0.2198495062927065
2016,85234,PZN,PRISON REALTY TRUST INC,264.0,0.09160059,0.0232622722820374,0.4304434214388368,14.88501727680186,0.0074290783786294,0.0074290783786294
2017,85234,PZN,PRISON REALTY TRUST INC,276.0,0.06558372,0.0242519781415623,0.6342908466772598,15.005758215437767,-0.020824960841834,-0.020824960841834
2018,85234,PZN,PRISON REALTY TRUST INC,288.0,0.07703518,0.0202083790689097,0.7040455516538763,14.779874431379277,-0.1405730424009933,-0.1405730424009933
2019,85234,PZN,PRISON REALTY TRUST INC,300.0,0.09273818,0.0194613182031938,0.9080780863948053,14.601293760762683,0.0436989458156722,0.0436989458156722
2020,85234,PZN,PRISON REALTY TRUST INC,312.0,0.13318533,0.0187174984383706,0.9161958495083316,13.97185321314187,-0.5975371405682075,-0.5975371405682075
2021,85234,PZN,PRISON REALTY TRUST INC,324.0,0.010217511,0.0044266758937416,0.9301631730440352,13.881016460149754,0.5220384219424783,0.5220384219424783
2022,85234,PZN,PRISON REALTY TRUST INC,336.0,0.0,0.0114752341285641,0.6976340301019937,14.072269135627776,0.1594576875074544,0.1594576875074544
2023,85234,PZN,PRISON REALTY TRUST INC,348.0,0.0,0.0124738144230944,0.6272650680838463,14.007989560263752,0.2568323412045903,0.2568323412045903
2024,85234,PZN,PRISON REALTY TRUST INC,360.0,0.0,0.0157425919583722,0.5560608244686956,14.350957531536713,0.4962815397661799,0.4962815397661799
2004,85264,PNP,PAN PACIFIC RETAIL PROPERTIES IN,120.0,0.03955544,0.0203928992982098,0.005234500500411,14.562529614079873,0.3721547560802514,0.3721547560802514
2005,85264,PNP,PAN PACIFIC RETAIL PROPERTIES IN,132.0,0.0357621,0.0201263290878053,0.1027542712680387,14.762675092335618,0.1069262434712847,0.1069262434712847
2006,85264,PNP,PAN PACIFIC RETAIL PROPERTIES IN,141.0,0.034427304,0.0202610076508781,0.2340323480434985,14.847758189451037,0.0672251966801282,0.0672251966801282
2004,85265,SLG,S L GREEN REALTY CORP,120.0,0.037408814,0.0152531327938244,0.2050065433788639,14.453241937431642,0.5345468309501646,0.5345468309501646
2005,85265,SLG,S L GREEN REALTY CORP,132.0,0.03206783,0.0190226369603086,0.2085882552467397,14.801314973730364,0.3048027461127491,0.3048027461127491
2006,85265,SLG,S L GREEN REALTY CORP,144.0,0.020945149,0.0154578294581742,0.4226099465442431,15.389904274405495,0.7767558272506756,0.7767558272506756
2007,85265,SLG,S L GREEN REALTY CORP,156.0,0.020625843,0.0130684630685697,0.6255476787721203,15.783152931734966,-0.2782642953315939,-0.2782642953315939
2008,85265,SLG,S L GREEN REALTY CORP,168.0,0.05647381,0.0074507102242902,1.1712955074706854,15.135545184601588,-0.6042861370447684,-0.6042861370447684
2009,85265,SLG,S L GREEN REALTY CORP,180.0,0.089695536,0.0079313413029509,2.1581949453944387,14.350723160214914,1.0233536316810323,1.0233536316810323
2010,85265,SLG,S L GREEN REALTY CORP,192.0,0.0073499903,0.0074909088960437,2.286425416726796,15.347584180368058,0.3528977217035685,0.3528977217035685
2011,85265,SLG,S L GREEN REALTY CORP,204.0,0.00539675,0.0102198423750409,2.203514523669145,15.63803528721038,-0.0051120139825775,-0.0051120139825775
2012,85265,SLG,S L GREEN REALTY CORP,216.0,0.010275833,0.0069833977004381,2.140293933749607,15.752267617587128,0.1662058287301158,0.1662058287301158
2013,85265,SLG,S L GREEN REALTY CORP,228.0,0.01380713,0.0087387324236961,2.0996584144360506,15.906684854846722,0.2253976918538973,0.2253976918538973
2014,85265,SLG,S L GREEN REALTY CORP,240.0,0.016329633,0.0089644647102418,1.4519981618675135,16.144115265893845,0.313457180210154,0.313457180210154
2015,85265,SLG,S L GREEN REALTY CORP,252.0,0.0192748,0.0086307764164465,1.080650818979074,16.269226716402702,-0.0296833416040194,-0.0296833416040194
2016,85265,SLG,S L GREEN REALTY CORP,264.0,0.026305825,0.0091951917146766,1.1647219214223872,16.15676214175911,-0.021184717542803,-0.021184717542803
2017,85265,SLG,S L GREEN REALTY CORP,276.0,0.029724544,0.0127756732430319,1.052367131946469,16.147470295975108,-0.0329025691142931,-0.0329025691142931
2018,85265,SLG,S L GREEN REALTY CORP,288.0,0.03575259,0.011416501611238,1.0927031783253391,15.953534410092812,-0.1882593842066335,-0.1882593842066335
2019,85265,SLG,S L GREEN REALTY CORP,300.0,0.0402953,0.0111709347258099,1.1525249121508023,15.776121888418077,0.2090169364889817,0.2090169364889817
2020,85265,SLG,S L GREEN REALTY CORP,312.0,0.067486905,0.0119104449459402,1.4401515103743214,15.20528491356368,-0.2911006773306563,-0.2911006773306563
2021,85265,SLG,S L GREEN REALTY CORP,324.0,0.07727558,0.0105587259542491,1.5327706309128448,15.415672604917644,0.2715652125756873,0.2715652125756873
2022,85265,SLG,S L GREEN REALTY CORP,336.0,0.118422054,0.0106324889912873,1.453669727082863,15.037300637104776,-0.5093171490936037,-0.5093171490936037
2023,85265,SLG,S L GREEN REALTY CORP,348.0,0.108209044,0.0094136532922523,1.6040581875178297,14.557229165139924,0.4822947832236657,0.4822947832236657
2024,85265,SLG,S L GREEN REALTY CORP,360.0,0.051753104,0.0115335207171981,1.7883594771159446,15.191938099608429,0.5817887420718897,0.5817887420718897
2012,85426,GET,GAYLORD ENTERTAINMENT CO NEW,276.0,0.12791573,,2.275360225361972,14.318827440274006,0.1888421299999998,0.1888421299999998
2013,85426,GET,GAYLORD ENTERTAINMENT CO NEW,288.0,0.15487914,0.0161331701081292,2.266472038042465,14.51429962500366,0.1418842436425882,0.1418842436425882
2014,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,300.0,0.044636697,0.0203102591343104,1.9045854355206708,14.684403467096631,0.3218632026128309,0.3218632026128309
2015,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,312.0,0.044005577,0.0227785204405594,1.3338434790187812,14.84572836244323,0.0296891425703862,0.0296891425703862
2016,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,324.0,0.05509542,0.0262478847032868,0.9757959835525876,14.795444244643626,0.2912253148829888,0.2912253148829888
2017,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,336.0,0.048269305,0.0287193779272878,0.764161385997375,15.000638566253231,0.1510948933761224,0.1510948933761224
2018,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,348.0,0.041970227,0.0283487232671769,1.0505327265271696,15.20945231198799,0.0090693832457577,0.0090693832457577
2019,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,360.0,0.042571593,0.0218583299511395,1.1373027320318112,15.255426624998096,0.3566566079523436,0.3566566079523436
2020,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,372.0,0.063603766,0.0158954634502229,1.3125294051376422,14.720926322225749,-0.1972819835833242,-0.1972819835833242
2021,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,384.0,0.0022417,-0.0147181886510379,1.5908450710381628,15.28474075614823,0.3571416545553989,0.3571416545553989
2022,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,396.0,0.0006546216,0.0085867087354451,1.5339703495137933,15.371631019866166,-0.1066817663982639,-0.1066817663982639
2023,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,408.0,0.019960672,0.0259656986066862,1.475454263094972,15.48178283064027,0.4020421317094551,0.4020421317094551
2024,85426,RHP,RYMAN HOSPITALITY PROPERTIES INC,420.0,0.039012346,0.0248708687739605,1.4807769936695732,15.679002871527937,-0.0117188004494299,-0.0117188004494299
2004,85592,PLD,PROLOGIS INC,120.0,0.047428366,0.0121740082836016,0.0604714133322804,14.90346996750209,0.2886784747381099,0.2886784747381099
2005,85592,PLD,PROLOGIS INC,132.0,0.039405953,0.0098197324177247,0.1207506269204426,15.09215148004634,0.2666098271292088,0.2666098271292088
2006,85592,PLD,PROLOGIS INC,144.0,0.032463696,0.0096905595881388,0.2828967629021938,15.375642579035818,0.232726513798346,0.232726513798346
2007,85592,PLD,PROLOGIS INC,156.0,0.031118458,0.0107661070172359,0.349228497366105,15.571550389726807,0.0159195194901773,0.0159195194901773
2008,85592,PLD,PROLOGIS INC,168.0,0.053010788,0.0131122208180951,0.8653230667164328,15.209742398737164,-0.5761625545176141,-0.5761625545176141
2009,85592,PLD,PROLOGIS INC,180.0,0.06103231,0.0067556400182991,1.5476515834085225,14.742866483666884,0.1491255561041669,0.1491255561041669
2010,85592,PLD,PROLOGIS INC,192.0,0.040426936,0.0091081449299551,1.5359972380421396,15.272030865712155,0.2918320048782274,0.2918320048782274
2011,85592,PLD,PROLOGIS INC,228.0,0.025571896,0.0068947039461769,1.5721858549981238,16.086993537750573,-0.0651552184979684,-0.0651552184979684
2012,85592,PLD,PROLOGIS INC,240.0,0.029312467,0.0061808700610599,1.6079871751806587,16.566353704033574,0.3174651746776595,0.3174651746776595
2013,85592,PLD,PROLOGIS INC,252.0,0.027895486,0.0092951599535438,1.6329131787956177,16.755390345882745,0.0427590701967894,0.0427590701967894
2014,85592,PLD,PROLOGIS INC,264.0,0.029547997,0.0066333181360901,1.3762505131072993,16.831633109371506,0.2029207896460982,0.2029207896460982
2015,85592,PLD,PROLOGIS INC,276.0,0.033260632,0.0100933512217766,1.2985443578618705,16.879119341583017,0.0354179769287932,0.0354179769287932
2016,85592,PLD,PROLOGIS INC,288.0,0.03353368,0.0115478485836273,1.153468056445656,17.047236345537275,0.2719450807645076,0.2719450807645076
2017,85592,PLD,PROLOGIS INC,300.0,0.029426744,0.0139914745483979,0.7826895133027739,17.24811583116681,0.2586628480598874,0.2586628480598874
2018,85592,PLD,PROLOGIS INC,312.0,0.027031856,0.0163623421076185,0.6684199077174499,17.422628609118256,-0.0619452501393057,-0.0619452501393057
2019,85592,PLD,PROLOGIS INC,324.0,0.02467599,0.0180658832788455,0.8549164610336847,17.73225749547386,0.5582431928776044,0.5582431928776044
2020,85592,PLD,PROLOGIS INC,336.0,0.021838533,0.0203778283517883,0.6992671232688541,18.05062520384713,0.1461199574560681,0.1461199574560681
2021,85592,PLD,PROLOGIS INC,348.0,0.019486606,0.0204888690115135,0.4647882300073265,18.33967614982052,0.7230876591385664,0.7230876591385664
2022,85592,PLD,PROLOGIS INC,360.0,0.020957308,0.0212220539654192,0.5492373950363805,18.432192170540738,-0.3126118974970402,-0.3126118974970402
2023,85592,PLD,PROLOGIS INC,372.0,0.025766632,0.0212220539654192,0.6728966812159927,18.534939765357706,0.2163947006506188,0.2163947006506188
2024,85592,PLD,PROLOGIS INC,384.0,0.030788535,0.0212220539654192,0.7261035081424039,18.515605718389992,-0.1809151029395382,-0.1809151029395382
2004,85619,MT,MEDITRUST CORP,492.0,0.0,0.0074721185536712,1.119524809837131,14.181590591880784,0.4181635064820086,0.4181635064820086
2005,85619,MT,MEDITRUST CORP,504.0,0.0,0.0084652378054581,1.3504554208729866,14.359989623356071,0.2254519443139777,0.2254519443139777
2004,85659,RPI,ROBERTS REALTY INVESTORS INC,108.0,0.4118137,-0.0003566715567237,0.0216935980334016,10.582763297151416,1.0233536316810323,1.0233536316810323
2005,85659,RPI,ROBERTS REALTY INVESTORS INC,120.0,0.23575556,-0.0001917172523128,0.0260658829984558,10.686484161163072,-0.0208405768981445,-0.0208405768981445
2006,85659,RPI,ROBERTS REALTY INVESTORS INC,132.0,0.0,0.0003784785922606,0.0481996850195452,10.724814499059203,0.0024403875044678,0.0024403875044678
2007,85659,RPI,ROBERTS REALTY INVESTORS INC,144.0,0.0,-0.0017735689805752,0.0443364293548653,10.685567866450327,-0.1641655894336859,-0.1641655894336859
2008,85659,RPI,ROBERTS REALTY INVESTORS INC,154.0,0.066317216,-0.003256783748658,0.1487937671460227,10.347689849889374,-0.4857519875815532,-0.4857519875815532
2009,85659,RPI,ROBERTS REALTY INVESTORS INC,168.0,0.23356822,-0.0140272793422635,1.031303962958474,9.455588361145445,0.9321131442732864,0.9321131442732864
2010,85659,RPI,ROBERTS REALTY INVESTORS INC,180.0,0.0,-0.031886194783112,1.1416691174560631,9.666309875452871,0.1115992579113422,0.1115992579113422
2011,85659,RPI,ROBERTS REALTY INVESTORS INC,192.0,0.0,-0.0229357358745588,1.1729933410930238,9.81538048177302,-0.1142257543217197,-0.1142257543217197
2012,85659,RPI,ROBERTS REALTY INVESTORS INC,204.0,0.0,-0.0518847527270679,1.1816894545811516,9.557724106854698,-0.086061525069562,-0.086061525069562
2013,85659,RPI,ROBERTS REALTY INVESTORS INC,214.0,0.0,-0.0455476743209178,1.2325041662195462,9.432424512459797,0.056881074780301,0.056881074780301
2014,85659,RPI,ROBERTS REALTY INVESTORS INC,228.0,0.0,-0.0176472728595859,0.7204825561485206,9.27998180502832,0.51438402,0.51438402
2015,85659,RPI,ROBERTS REALTY INVESTORS INC,240.0,0.0,-0.0267278844842448,0.5820014642922982,10.154927645553864,0.1879925904810693,0.1879925904810693
2016,85659,RPI,ROBERTS REALTY INVESTORS INC,252.0,0.0,-0.0383930212789709,0.6916837561754349,10.183463784804076,-0.1186741001792245,-0.1186741001792245
2017,85659,RPI,ROBERTS REALTY INVESTORS INC,257.0,0.0,-0.0418782107970101,0.6037534553353129,10.062476875090017,-0.0269930076922886,-0.0269930076922886
2012,85763,CDC,CAREY DIVERSIFIED L L C,216.0,0.028568966,,0.7349481094975249,15.08452321306752,-0.0345891999999999,-0.0345891999999999
2013,85763,WPC,W P CAREY & CO LLC,228.0,0.040094614,0.0106417021639279,0.7324335188132984,15.303678714213442,0.2414519386342455,0.2414519386342455
2014,85763,WPC,W P CAREY INC,240.0,0.04744944,0.0123342182615016,0.6986209364119235,15.656438682922968,0.2094401317561034,0.2094401317561034
2015,85763,WPC,W P CAREY INC,252.0,0.059814334,0.0115210520150328,0.6083218604933462,15.695529226458351,-0.1041021488971389,-0.1041021488971389
2016,85763,WPC,W P CAREY INC,264.0,0.06164904,0.0142234771506483,0.6071418352637967,15.70108363252836,0.0648266802778041,0.0648266802778041
2017,85763,WPC,W P CAREY INC,276.0,0.059741493,0.0147945040275323,0.5989441254229456,15.7682826208519,0.2386705596477145,0.2386705596477145
2018,85763,WPC,W P CAREY INC,288.0,0.059258834,0.0149719600637912,0.4918098466361651,15.822874074996042,0.0098982646059486,0.0098982646059486
2019,85763,WPC,W P CAREY INC,300.0,0.04339246,0.0135997965069827,0.418467678819552,16.451525451507763,0.2877951284532856,0.2877951284532856
2020,85763,WPC,W P CAREY INC,312.0,0.060843263,0.0149977035104173,0.6078378192162966,16.287470423456604,-0.0601372268996909,-0.0601372268996909
2021,85763,WPC,W P CAREY INC,324.0,0.055058956,0.0137554032034736,0.5968446701876419,16.417054345831673,0.229013373106395,0.229013373106395
2022,85763,WPC,W P CAREY INC,336.0,0.051222395,0.0166516467261197,0.5977469148192501,16.557718278847087,0.0056753091931638,0.0056753091931638
2023,85763,WPC,W P CAREY INC,348.0,0.060839176,0.0155176328289825,0.6664506996321666,16.488895515532587,-0.1064556576954774,-0.1064556576954774
2024,85763,WPC,W P CAREY INC,360.0,0.06436598,0.0143245036833455,0.7464627426384158,16.344346027547537,-0.1067487143398593,-0.1067487143398593
2004,85771,NHR,NATIONAL HEALTH REALTY INC,84.0,0.078466624,0.0232682872380793,0.2638854195429215,12.110095897244546,0.0945642890315081,0.0945642890315081
2005,85771,NHR,NATIONAL HEALTH REALTY INC,96.0,0.07323056,0.0219005468930957,0.2691374742226632,12.137636761994052,0.0005993065228648,0.0005993065228648
2006,85771,NHR,NATIONAL HEALTH REALTY INC,108.0,0.07230612,0.0236654073901621,0.2571699941577831,12.18921487524909,0.3838868059872249,0.3838868059872249
2007,85771,NHR,NATIONAL HEALTH REALTY INC,118.0,0.061703373,0.0262964278389708,0.3444165929396473,12.359401510677436,-0.0594265616920348,-0.0594265616920348
2004,86013,EQY,EQUITY ONE INC,108.0,0.0558881,0.0141299177697896,0.174290627284981,14.126568900866117,0.4870298492596092,0.4870298492596092
2005,86013,EQY,EQUITY ONE INC,120.0,0.05064994,0.0199143084635675,0.2560417821747545,14.317672403933612,0.0263988557223202,0.0263988557223202
2006,86013,EQY,EQUITY ONE INC,132.0,0.07465548,0.012530369793145,0.3336831324641726,14.393789128676811,0.2697150855534231,0.2697150855534231
2007,86013,EQY,EQUITY ONE INC,144.0,0.06194967,0.0123489525278869,0.4665364909998847,14.46653632646406,-0.0947099102954602,-0.0947099102954602
2008,86013,EQY,EQUITY ONE INC,156.0,0.057989493,0.0117578464106689,0.7198649212788227,14.251086041828115,-0.1852283362505494,-0.1852283362505494
2009,86013,EQY,EQUITY ONE INC,168.0,0.07837365,0.0095788176354589,0.8545020957873821,14.006510710880695,-0.0110660625998423,-0.0110660625998423
