year,permno,ticker,comnam,age,div12m_me,ffo_at_reit,beta,lnmcap,ret12,ret
2021,16768,PLYM,PLYMOUTH INDUSTRIAL REIT INC,84.0,0.034003783,0.0129459249098186,1.0054911192849725,13.354642213966612,1.0233536316810323,1.0233536316810323
2022,16768,PLYM,PLYMOUTH INDUSTRIAL REIT INC,96.0,0.036950037,0.0127436848047104,1.0141476427710912,13.630443125644533,-0.3731544567442451,-0.3731544567442451
2023,16768,PLYM,PLYMOUTH INDUSTRIAL REIT INC,108.0,0.03926674,0.0132809899003954,1.0908098796548953,13.7685850806783,0.3065450020653879,0.3065450020653879
2024,16768,PLYM,PLYMOUTH INDUSTRIAL REIT INC,120.0,0.04321528,0.0143905779766598,1.0751372709960003,13.781978048789185,-0.2260327011510151,-0.2260327011510151
2017,16770,SAFE,SAFETY INCOME & GROWTH INC,36.0,,0.0132955844022443,,12.728963715312949,-0.0651957041651212,-0.0651957041651212
2018,16770,SAFE,SAFEHOLD INC,48.0,0.031045781,0.0031125613597947,,12.701504523770536,0.1048313054283753,0.1048313054283753
2019,16770,SAFE,SAFEHOLD INC,60.0,0.01691508,0.0060139710331569,0.0566741009869028,13.643462681623204,1.0233536316810323,1.0233536316810323
2020,16770,SAFE,SAFEHOLD INC,72.0,0.009815296,0.0047763215028416,-0.357161858990848,14.908717329924816,0.8232410250710773,0.8232410250710773
2021,16770,SAFE,SAFEHOLD INC,84.0,0.008405857,0.005120954686134,-0.3901554826825055,15.235253706605766,0.111561476655696,0.111561476655696
2022,16770,SAFE,SAFEHOLD INC,96.0,0.017350389,0.0049820710953102,0.0117350205784847,14.701484131591748,-0.6042861370447684,-0.6042861370447684
2023,16770,SAFE,SAFEHOLD INC,98.0,0.021674138,0.0042534703898019,0.3461081433918906,14.51528382049914,0.0440160499999999,0.0440160499999999
2018,17226,COLD,AMERICOLD REALTY TRUST INC,84.0,0.022876497,0.0118820936444566,,15.01540871784336,0.4627585405752532,0.4627585405752532
2019,17226,COLD,AMERICOLD REALTY TRUST INC,96.0,0.020182457,0.0124284324048758,0.5724023190808946,15.611003132306308,0.4059056627878177,0.4059056627878177
2020,17226,COLD,AMERICOLD REALTY TRUST INC,108.0,0.02199863,0.0119308033697681,0.1082014217539215,15.800646492104542,0.0898873653958347,0.0898873653958347
2021,17226,COLD,AMERICOLD REALTY TRUST INC,120.0,0.022782633,0.0067546974950574,-0.0463247839485001,16.016243175346496,-0.0986857634669309,-0.0986857634669309
2022,17226,COLD,AMERICOLD REALTY TRUST INC,125.0,0.031228488,0.0052639417116399,0.0397908900002796,15.809841738409016,-0.148908318857892,-0.148908318857892
2018,17287,BRSP,BRIGHTSPIRE CAPITAL INC,48.0,0.10101329,0.0235493022065032,,14.343440744291136,-0.1789468011731907,-0.1789468011731907
2019,17287,CLNC,COLONY CREDIT REAL ESTATE INC,60.0,0.09843835,0.0041252541845027,0.6711846185442131,14.430767737824162,-0.06985762505283,-0.06985762505283
2020,17287,CLNC,COLONY CREDIT REAL ESTATE INC,72.0,0.16033123,0.0008100759593231,1.583323696208369,13.633591965147811,-0.4062619628510798,-0.4062619628510798
2021,17287,CLNC,COLONY CREDIT REAL ESTATE INC,84.0,0.027381407,0.0009629932715931,1.7937812509814386,13.990609879045088,0.453583404643765,0.453583404643765
2022,17287,CLNC,COLONY CREDIT REAL ESTATE INC,96.0,0.0898914,0.0034789290199965,1.726878242128944,13.854572326791669,-0.3225609184794979,-0.3225609184794979
2023,17287,CLNC,COLONY CREDIT REAL ESTATE INC,108.0,0.1213907,0.0086964843164915,1.7940661909738636,13.66046970891289,0.3473228292459545,0.3473228292459545
2024,17287,CLNC,COLONY CREDIT REAL ESTATE INC,120.0,0.12703913,0.0074799362082625,1.9387064665774356,13.596942611383158,-0.1460214928563974,-0.1460214928563974
2018,17307,VICI,VICI PROPERTIES INC,24.0,0.04988463,0.0106922987355142,,15.8341676401158,0.0096225834661383,0.0096225834661383
2019,17307,VICI,VICI PROPERTIES INC,36.0,0.046277244,0.0128016960532249,0.7867811031907825,16.10669685407089,0.430901669215227,0.430901669215227
2020,17307,VICI,VICI PROPERTIES INC,48.0,0.052284103,0.0073617017560178,0.9626272298095364,16.22949866556831,0.0590731735424054,0.0590731735424054
2021,17307,VICI,VICI PROPERTIES INC,60.0,0.043200374,0.0175993115408298,0.8767755064443074,16.625953948723048,0.2372884439328102,0.2372884439328102
2022,17307,VICI,VICI PROPERTIES INC,72.0,0.038524855,0.0134346962921584,0.84999517806556,17.108706433558357,0.1306397709478941,0.1306397709478941
2023,17307,VICI,VICI PROPERTIES INC,84.0,0.04750672,0.0109576424480942,0.8206190992456865,17.281411208873347,0.0358424233868848,0.0358424233868848
2024,17307,VICI,VICI PROPERTIES INC,96.0,0.053406343,0.0194286291628577,0.8087844909870369,17.27954137609522,-0.0310909687666723,-0.0310909687666723
2018,17789,CPLG,COREPOINT LODGING INC,72.0,,0.0199074079729083,,13.964740585116088,-0.5475914869074983,-0.5475914869074983
2019,17789,CPLG,COREPOINT LODGING INC,84.0,0.07412836,0.005833121658557,,13.394926813591008,-0.0648001329417187,-0.0648001329417187
2020,17789,CPLG,COREPOINT LODGING INC,96.0,0.11885268,0.0060121853932287,1.474452531810181,12.671821319117072,-0.3230480515977501,-0.3230480515977501
2021,17789,CPLG,COREPOINT LODGING INC,108.0,0.004206646,-0.0054466122926716,1.6568585991574418,13.44959568908248,1.0233536316810323,1.0233536316810323
2022,17789,CPLG,COREPOINT LODGING INC,110.0,0.0,0.0130841121495327,1.5523942972476013,13.750116772278766,0.0171098999999999,0.0171098999999999
2018,17860,RVI,RETAIL VALUE INC,48.0,,-0.0252293135375579,,13.24065881891927,-0.1861161582963314,-0.1861161582963314
2019,17860,RVI,RETAIL VALUE INC,60.0,0.04507672,0.005479212769671,,13.386443157223985,0.5210855229548563,0.5210855229548563
2020,17860,RVI,RETAIL VALUE INC,72.0,0.12214112,0.025566895604724,1.6698386212128855,12.598885266237238,-0.564413156812797,-0.564413156812797
2021,17860,RVI,RETAIL VALUE INC,84.0,0.95287156,0.0115593750734962,1.5129626821879898,12.65890663235348,0.9517438144125214,0.9517438144125214
2022,17860,RVI,RETAIL VALUE INC,87.0,8.156894,0.0196187220293485,1.4159087782869488,11.090240175707216,-0.02859489,-0.02859489
2018,17952,AFIN,AMERICAN FINANCE TRUST INC,60.0,,0.0085145650623863,,13.818239452927848,-0.061618399864404,-0.061618399864404
2019,17952,RTL,NECESSITY RETAIL REIT INC,72.0,0.07658799,0.0069370017792514,,14.067543273598536,0.0906843559031327,0.0906843559031327
2020,17952,RTL,NECESSITY RETAIL REIT INC,84.0,0.1303248,0.0068792237572785,1.0736619356743022,13.624209595894412,-0.387367578910571,-0.387367578910571
2021,17952,RTL,NECESSITY RETAIL REIT INC,96.0,0.08350562,0.0066738399828753,1.1570897917647942,13.815814500497972,0.3579744473752893,0.3579744473752893
2022,17952,RTL,NECESSITY RETAIL REIT INC,108.0,0.11321301,0.0066301824219615,1.137633408701691,13.763719550591654,-0.2743352217389794,-0.2743352217389794
2023,17952,RTL,NECESSITY RETAIL REIT INC,116.0,0.12835827,0.0068847822348625,1.2064979076262308,13.699565819389544,0.3948687237189527,0.3948687237189527
2018,18259,MDRR,MEDALIST DIVERSIFIED REIT INC,36.0,,,,9.94576492111462,-0.1144,-0.1144
2019,18259,MDRR,MEDALIST DIVERSIFIED REIT INC,48.0,0.13004136,-0.0056731338413784,,9.807823017911277,-0.519529058366891,-0.519529058366891
2020,18259,MDRR,MEDALIST DIVERSIFIED REIT INC,60.0,0.11469677,-0.0129923190321745,1.1511837802519844,9.537060299260162,-0.0614225134464584,-0.0614225134464584
2021,18259,MDRR,MEDALIST DIVERSIFIED REIT INC,72.0,0.016536606,-0.0087154698901233,1.0901250874128532,9.836219569989998,-0.1564852385144811,-0.1564852385144811
2022,18259,MDRR,MEDALIST DIVERSIFIED REIT INC,76.0,0.060353555,0.0008267331359185,1.042403833382423,9.793448435395014,-0.1330070323765899,-0.1330070323765899
2023,18259,MDRR,MEDALIST DIVERSIFIED REIT INC,96.0,0.04715175,0.0010682395736689,1.0886524734571377,9.370142886625487,-0.0866723475969581,-0.0866723475969581
2024,18259,MDRR,MEDALIST DIVERSIFIED REIT INC,108.0,0.010980635,0.0010043546037704,1.0162712803896703,9.47703273739601,0.2857202121788553,0.2857202121788553
2019,18715,PSTL,POSTAL REALTY TRUST INC,36.0,,0.0345160699498712,,11.342369369847669,0.0439446360439019,0.0439446360439019
2020,18715,PSTL,POSTAL REALTY TRUST INC,48.0,0.031272843,0.0058292740420925,,11.621020000761348,0.0458223104059696,0.0458223104059696
2021,18715,PSTL,POSTAL REALTY TRUST INC,60.0,0.037136074,0.0118101243790894,0.2752027544492219,12.467482073406371,0.2310623328627512,0.2310623328627512
2022,18715,PSTL,POSTAL REALTY TRUST INC,72.0,0.053058814,0.0126824777715191,0.364484528749276,12.610094480116414,-0.2224406642149775,-0.2224406642149775
2023,18715,PSTL,POSTAL REALTY TRUST INC,84.0,0.063371815,0.011646871162272,0.4123055150082688,12.59499499318274,0.0708011746641552,0.0708011746641552
2024,18715,PSTL,POSTAL REALTY TRUST INC,96.0,0.06364341,0.010976199137373,0.4419662074749874,12.675164678118556,-0.0408233276078585,-0.0408233276078585
2019,19037,PINE,ALPINE INCOME PROPERTY TRUST INC,36.0,,,,11.986133288814164,0.0168999999999999,0.0168999999999999
2020,19037,PINE,ALPINE INCOME PROPERTY TRUST INC,48.0,0.04791778,0.0187930923502215,,11.648222631755289,-0.167111262202693,-0.167111262202693
2021,19037,PINE,ALPINE INCOME PROPERTY TRUST INC,60.0,0.043594103,0.0121913059420305,0.9575920823960884,12.072349949310224,0.4108602690493104,0.4108602690493104
2022,19037,PINE,ALPINE INCOME PROPERTY TRUST INC,72.0,0.054964382,0.0110768564884371,0.8556823709470943,12.295399811575992,0.0113375194079292,0.0113375194079292
2023,19037,PINE,ALPINE INCOME PROPERTY TRUST INC,84.0,0.06098892,0.0100151534469053,0.8444731734266565,12.354834317695053,-0.0535377035462024,-0.0535377035462024
2024,19037,PINE,ALPINE INCOME PROPERTY TRUST INC,96.0,0.066786356,0.0104171893814061,0.8347240242474075,12.339239567413983,0.0618726610321038,0.0618726610321038
2020,19601,NTST,NETSTREIT CORP,36.0,,-0.0018828268675015,,13.098867178897356,0.0797918147597638,0.0797918147597638
2021,19601,NTST,NETSTREIT CORP,48.0,0.02826179,0.0065713501907517,,13.579576396208834,0.2186082049692066,0.2186082049692066
2022,19601,NTST,NETSTREIT CORP,60.0,0.03517674,0.0096908347303581,0.4883815556454631,13.798231839577854,-0.1678684189756917,-0.1678684189756917
2023,19601,NTST,NETSTREIT CORP,72.0,0.041643325,0.0096505294522154,0.653778098663961,13.906868952766123,0.0212584204526327,0.0212584204526327
2024,19601,NTST,NETSTREIT CORP,84.0,0.043197062,0.0106282797106214,0.7571917114314043,14.040101205565746,-0.1655212433774393,-0.1655212433774393
2020,19602,NYC,NEW YORK CITY REIT INC,60.0,,0.0008147760926191,,10.456485333209033,-0.3875515692568501,-0.3875515692568501
2021,19602,NYC,AMERICAN STRATEGIC INVESTMENT CO,72.0,0.029838411,-0.0043590730018463,,11.354478048722765,0.363895481356757,0.363895481356757
2022,19602,NYC,AMERICAN STRATEGIC INVESTMENT CO,84.0,0.05886492,-0.0020153183946409,0.1682558840968003,11.17711691859698,-0.6042861370447684,-0.6042861370447684
2023,19602,NYC,AMERICAN STRATEGIC INVESTMENT CO,96.0,0.015446961,-0.0054258353651737,0.0593641110792856,9.877860515766896,-0.4372143118701652,-0.4372143118701652
2024,19602,NYC,AMERICAN STRATEGIC INVESTMENT CO,108.0,0.0,-0.0274526650437722,0.0118921083560644,9.939132849029289,0.0651926645846443,0.0651926645846443
2020,19658,BNL,BROADSTONE NET LEASE INC,72.0,,,,13.989759136504835,0.18177792504,0.18177792504
2021,19658,BNL,BROADSTONE NET LEASE INC,84.0,0.028637635,0.0113952099679807,,14.821702076048348,0.3261572801698174,0.3261572801698174
2022,19658,BNL,BROADSTONE NET LEASE INC,96.0,0.052224368,0.0151146733137852,0.6364602484074501,15.00879394622844,-0.3069705817668227,-0.3069705817668227
2023,19658,BNL,BROADSTONE NET LEASE INC,108.0,0.06598925,0.0139347371855956,0.783751735789238,14.908084158305572,0.1391173440209592,0.1391173440209592
2024,19658,BNL,BROADSTONE NET LEASE INC,120.0,0.069145836,0.0137070396889061,0.8254267935619097,14.945608641189658,-0.0127061773488749,-0.0127061773488749
2020,19858,SQFT,PRESIDIO PROPERTY TRUST INC,36.0,,,,10.470355484189035,0.1225580799999999,0.1225580799999999
2021,19858,SQFT,PRESIDIO PROPERTY TRUST INC,48.0,0.08277837,0.0020917545183435,,10.567399552247627,0.0225412293675313,0.0225412293675313
2022,19858,SQFT,PRESIDIO PROPERTY TRUST INC,59.0,0.16033971,-0.0013635041219278,0.391736123858309,10.323517409946945,-0.6042861370447684,-0.6042861370447684
2023,19858,SQFT,PRESIDIO PROPERTY TRUST INC,72.0,0.17555076,-0.0004428313676539,0.90960753951629,9.484062470635992,0.2556472690151039,0.2556472690151039
2024,19858,SQFT,PRESIDIO PROPERTY TRUST INC,75.0,0.068577565,-0.0027310501977079,1.195110241609645,9.63707532002005,0.1844475472639999,0.1844475472639999
2020,20191,AIRC,APARTMENT INCOME REIT CORP,60.0,,,,15.55701491826511,0.0,0.0
2021,20191,AIRC,APARTMENT INCOME REIT CORP,72.0,0.029689206,0.0067196749067539,,15.806409251652594,0.4765398806592562,0.4765398806592562
2022,20191,AIRC,APARTMENT INCOME REIT CORP,84.0,0.041531052,0.0064935770611459,0.7942270949725736,15.728522482754988,-0.3459131543444798,-0.3459131543444798
2023,20191,AIRC,APARTMENT INCOME REIT CORP,96.0,0.05320775,0.0130330222478743,0.8031998247887548,15.44899023550628,0.0666172107853639,0.0666172107853639
2024,20191,AIRC,APARTMENT INCOME REIT CORP,101.0,0.051134724,0.0151340705109561,0.7838343422222163,15.424049151678933,0.1323269773888278,0.1323269773888278
2021,22128,IVT,INVENTRUST PROPERTIES CORP,132.0,,,,14.392090243293802,0.15742952,0.15742952
2022,22128,IVT,INVENTRUST PROPERTIES CORP,144.0,0.032585554,0.0099507872814497,,14.402010371762566,-0.1028443857182203,-0.1028443857182203
2023,22128,IVT,INVENTRUST PROPERTIES CORP,156.0,0.035236936,0.0108708260479316,1.027649370399269,14.29086630487061,0.1098669345112188,0.1098669345112188
2024,22128,IVT,INVENTRUST PROPERTIES CORP,168.0,0.031596206,0.011802730910671,0.7926536323679453,14.470287011038833,0.229289587820064,0.229289587820064
2021,22207,GIPR,GENERATION INCOME PROPERTIES INC,36.0,,,,9.525599673579782,-0.1009816,-0.1009816
2022,22207,GIPR,GENERATION INCOME PROPERTIES INC,48.0,0.0978479,-0.0010707208460793,,9.553786470989929,-0.1453006247136504,-0.1453006247136504
2023,22207,GIPR,GENERATION INCOME PROPERTIES INC,60.0,0.10950653,-0.0027160969557228,0.0665177155725832,9.375344122750924,-0.0008215929567971,-0.0008215929567971
2024,22207,GIPR,GENERATION INCOME PROPERTIES INC,71.0,0.108372934,-0.0018163701005937,0.0472089963007273,9.697601782136202,-0.4918409780546223,-0.4918409780546223
2021,22264,ONL,ORION OFFICE REIT INC,36.0,,,,13.846438322533643,0.0505999999999999,0.0505999999999999
2022,22264,ONL,ORION OFFICE REIT INC,48.0,0.036354955,0.0402184144153096,,13.388377309292595,-0.524193084520561,-0.524193084520561
2023,22264,ONL,ORION OFFICE REIT INC,60.0,0.0654544,0.0149668699117802,1.2160705518013062,12.772932433932713,-0.2844011520233365,-0.2844011520233365
2024,22264,ONL,ORION OFFICE REIT INC,72.0,0.10524785,0.0139073590955089,1.2295601244747358,12.276816887312329,-0.2783226806061489,-0.2783226806061489
2021,22360,CBL,C B L & ASSOCIATES PPTYS INC,360.0,,,,13.33965594563092,0.0074,0.0074
2022,22360,CBL,C B L & ASSOCIATES PPTYS INC,372.0,0.04732739,0.0041652072127535,,13.664205542859811,-0.1683383485341756,-0.1683383485341756
2023,22360,CBL,C B L & ASSOCIATES PPTYS INC,384.0,0.13915549,0.0191213981814127,1.4684680002318815,13.516406446631493,0.1282819401731227,0.1282819401731227
2024,22360,CBL,C B L & ASSOCIATES PPTYS INC,396.0,0.065126196,0.0196650216457562,1.296692109417514,13.577704513898402,0.2998124043019108,0.2998124043019108
2022,22857,MDV,MODIV INC,36.0,0.07989168,-0.0183756168350453,,11.643811727632368,-0.2473630235843622,-0.2473630235843622
2023,22857,MDV,MODIV INDUSTRIAL INC,48.0,0.084557734,0.0085422779828578,-0.1844104144937904,11.53594916875752,0.35223017426224,0.35223017426224
2024,22857,MDV,MODIV INDUSTRIAL INC,60.0,0.067341276,0.0062647222222291,-0.1087307757164646,11.86483257950381,0.1534826932612236,0.1534826932612236
2022,23345,BHM,BLUEROCK HOMES TRUST INC,36.0,,,,11.415081364772028,-0.1576682800000001,-0.1576682800000001
2023,23345,BHM,BLUEROCK HOMES TRUST INC,48.0,0.014295925,0.0019584932938212,,11.048494518590497,-0.2966352594243437,-0.2966352594243437
2024,23345,BHM,BLUEROCK HOMES TRUST INC,60.0,0.057884544,0.0010185855715466,0.6992321617336518,11.015452472900243,-0.0514451086838689,-0.0514451086838689
2023,23711,STRW,STRAWBERRY FIELDS REIT INC,36.0,0.057882234,0.0261146292691494,,10.717748596901302,0.0294488355343396,0.0294488355343396
2024,23711,STRW,STRAWBERRY FIELDS REIT INC,48.0,0.044015136,0.021536865858005,0.3197097283950297,11.18946938544,0.4358671217023804,0.4358671217023804
2023,23829,PKST,PEAKSTONE REALTY TRUST,60.0,,-0.0040187365974334,,13.485128597736177,-0.0695548995475247,-0.0695548995475247
2024,23829,PKST,PEAKSTONE REALTY TRUST,72.0,0.06849708,-0.0040414017767875,2.8556720722046243,13.083688478562202,-0.4034806324562655,-0.4034806324562655
2024,24817,AHR,AMERICAN HEALTHCARE REIT INC,60.0,0.025096426,0.0042012750167051,,14.406977209185811,1.0233536316810323,1.0233536316810323
2024,25166,SILA,SILA REALTY TRUST INC,60.0,,0.0161289090365628,,14.068678215459574,0.1867320803882957,0.1867320803882957
2024,25437,CURB,CURBLINE PROPERTIES CORP,48.0,,,,14.712577281293198,0.0370528000000001,0.0370528000000001
2024,25682,FVR,FRONTVIEW REIT INC,36.0,,,,12.590716216797086,-0.0169074900000001,-0.0169074900000001
2024,25804,MKZR,MACKENZIE REALTY CAPITAL INC,12.0,,,,10.670306462702415,-0.0122999999999999,-0.0122999999999999
2021,26650,CTLC,CONSOLIDATED TOMOKA LAND CO,589.0,0.18346311,0.0583368943752459,0.7173492063905802,12.688317383058394,0.2755408631234002,0.2755408631234002
2022,26650,CTO,C T O REALTY GROWTH INC NEW,601.0,0.066384554,0.007754835421458,0.680958224610412,12.849525918214487,-0.0376301814119944,-0.0376301814119944
2023,26650,CTO,C T O REALTY GROWTH INC NEW,613.0,0.08313295,0.0085393658196284,0.7025066790034361,12.871119542875803,0.0359083777856517,0.0359083777856517
2024,26650,CTO,C T O REALTY GROWTH INC NEW,625.0,0.078507625,0.0095291552772754,0.660354937267155,13.016495836630709,0.235296098634864,0.235296098634864
2004,27511,CUZ,COUSINS PROPERTIES INC,385.0,0.12649007,0.0060508015101202,0.1352326877793455,14.279058393220554,0.2618815402694339,0.2618815402694339
2005,27511,CUZ,COUSINS PROPERTIES INC,397.0,0.25455692,0.0474464612840072,0.1646991491592055,14.189254681677872,-0.0153998565755097,-0.0153998565755097
2006,27511,CUZ,COUSINS PROPERTIES INC,409.0,0.061526537,0.0128565983668932,0.3640270340819056,14.33103570468636,0.4245774925843963,0.4245774925843963
2007,27511,CUZ,COUSINS PROPERTIES INC,421.0,0.14045759,0.0356773250926348,0.5454155985411943,14.241903600781065,-0.3400398591417826,-0.3400398591417826
2008,27511,CUZ,COUSINS PROPERTIES INC,433.0,0.07348693,0.0063157666891465,0.8898206857130934,13.905757800467136,-0.333530494687844,-0.333530494687844
2009,27511,CUZ,COUSINS PROPERTIES INC,445.0,0.123417675,0.0082892183799108,1.3663653852829565,13.133211053199917,-0.3952714483290898,-0.3952714483290898
2010,27511,CUZ,COUSINS PROPERTIES INC,457.0,0.049190488,-0.0121090395119039,1.3388275510435523,13.528394889591375,0.146609459592363,0.146609459592363
2011,27511,CUZ,COUSINS PROPERTIES INC,469.0,0.029309103,0.0048500285600411,1.3441836702339724,13.57500922457748,-0.2130525341227866,-0.2130525341227866
2012,27511,CUZ,COUSINS PROPERTIES INC,481.0,0.023068786,-0.0043030092370393,1.3481367973820308,13.607084455527277,0.3330428341766596,0.3330428341766596
2013,27511,CUZ,COUSINS PROPERTIES INC,493.0,0.01477442,0.0140147314381012,1.3640434468201492,14.177356908352944,0.2560331532384334,0.2560331532384334
2014,27511,CUZ,COUSINS PROPERTIES INC,505.0,0.018386072,0.0125640978815796,1.1390812250664923,14.718761926483404,0.1369803477848183,0.1369803477848183
2015,27511,CUZ,COUSINS PROPERTIES INC,517.0,0.030895943,0.0171470599862314,1.1763013705690786,14.588865782937535,-0.1467225034449344,-0.1467225034449344
2016,27511,CUZ,COUSINS PROPERTIES INC,529.0,0.029085653,0.0180722569876464,1.1403527011639427,14.671101781782268,0.2417465961467364,0.2417465961467364
2017,27511,CUZ,COUSINS PROPERTIES INC,541.0,0.02341522,0.0139601522766746,0.8905527951527515,15.11656924689841,0.1244568411500184,0.1244568411500184
2018,27511,CUZ,COUSINS PROPERTIES INC,553.0,0.025757497,0.01539986357355,0.8917362466344013,15.127758671711094,-0.126872977279328,-0.126872977279328
2019,27511,CUZ,COUSINS PROPERTIES INC,565.0,0.025598766,0.0172103750360609,0.8972286149311488,15.384915886119453,0.3440106123303517,0.3440106123303517
2020,27511,CUZ,COUSINS PROPERTIES INC,577.0,0.037737533,0.0129494386117473,0.8523508209742795,15.350386271272429,-0.1475010697220035,-0.1475010697220035
2021,27511,CUZ,COUSINS PROPERTIES INC,589.0,0.032280397,0.014372142769173,0.8365980734449491,15.519871534750822,0.2316333560944723,0.2316333560944723
2022,27511,CUZ,COUSINS PROPERTIES INC,601.0,0.04153666,0.0142336226119748,0.8688497375734242,15.33758433784528,-0.3461245164988407,-0.3461245164988407
2023,27511,CUZ,COUSINS PROPERTIES INC,613.0,0.05761206,0.0135872829418832,0.964931992573779,15.032626889428238,0.0191091484948544,0.0191091484948544
2024,27511,CUZ,COUSINS PROPERTIES INC,625.0,0.048706353,0.0131059684790937,1.0732852545344194,15.21022282006073,0.3224750272344805,0.3224750272344805
2016,31974,FCE,FOREST CITY ENTERPRISES INC,684.0,0.00913833,0.0239363230340853,1.50114646797068,15.453804326702516,0.0745436393219425,0.0745436393219425
2017,31974,FCE,FOREST CITY REALTY TRUST INC,696.0,0.013875623,0.0062346575495578,0.9667900239765702,15.604703228664286,0.1790756172521699,0.1790756172521699
2018,31974,FCE,FOREST CITY REALTY TRUST INC,707.0,0.022946447,0.0129206837987601,0.8995264237154751,15.63262787306421,0.0676173754349958,0.0676173754349958
2010,39917,WY,WEYERHAEUSER CO,732.0,0.49025443,0.0050556799709233,1.0636167599431394,15.842894691988732,0.2537038702127214,0.2537038702127214
2011,39917,WY,WEYERHAEUSER CO,744.0,0.24576099,0.0192345733241781,1.1079489065820651,16.202950394423986,0.0168247012297537,0.0168247012297537
2012,39917,WY,WEYERHAEUSER CO,756.0,0.025947636,0.0145476832755623,1.107576147337143,16.348420716679016,0.5304648133641592,0.5304648133641592
2013,39917,WY,WEYERHAEUSER CO,768.0,0.02379284,0.0188258486914536,1.1253510414740506,16.636279881531525,0.1665873908676398,0.1665873908676398
2014,39917,WY,WEYERHAEUSER CO,780.0,0.02905094,0.0185833387001092,1.2404489840976762,16.70147379589442,0.173162068950146,0.173162068950146
2015,39917,WY,WEYERHAEUSER CO,792.0,0.03576531,0.0234563846478842,1.1673458411668916,16.600094295902085,-0.1313672698170016,-0.1313672698170016
2016,39917,WY,WEYERHAEUSER CO,804.0,0.035079226,0.014779038164307,1.2378164413701012,16.911529335049366,0.0449187893092886,0.0449187893092886
2017,39917,WY,WEYERHAEUSER CO,816.0,0.036034938,0.0171657472944932,1.2889770115469406,17.050340686079206,0.2153428726071757,0.2153428726071757
2018,39917,WY,WEYERHAEUSER CO,828.0,0.040107917,0.0165208493461546,1.3765245823584218,17.013584705189945,-0.3539424116292829,-0.3539424116292829
2019,39917,WY,WEYERHAEUSER CO,840.0,0.051037386,0.0115545690144066,1.5755807970681388,16.807958684817454,0.4522002093076773,0.4522002093076773
2020,39917,WY,WEYERHAEUSER CO,852.0,0.04155086,0.0128738376430614,1.6033038526420291,16.766786758793742,0.13824063633432,0.13824063633432
2021,39917,WY,WEYERHAEUSER CO,864.0,0.01788998,0.0213291665214998,1.3718683864527124,17.106532696217357,0.2686236635811152,0.2686236635811152
2022,39917,WY,WEYERHAEUSER CO,876.0,0.06935822,0.0233301470518308,1.241787985488141,17.077616294765054,-0.2017011427830352,-0.2017011427830352
2023,39917,WY,WEYERHAEUSER CO,888.0,0.05448601,0.0177473485823991,1.2222973391789878,16.956597408554106,0.1815323772196588,0.1815323772196588
2024,39917,WY,WEYERHAEUSER CO,900.0,0.03182291,0.0188813926332365,1.1757439763510058,16.94921228056407,-0.1665385631004649,-0.1665385631004649
2006,40468,GYRO,GYRODYNE COMPANY AMERICA INC,409.0,0.0,0.2043146802413306,0.1025200598509609,11.049253809829723,0.1422434333048818,0.1422434333048818
2007,40468,GYRO,GYRODYNE COMPANY AMERICA INC,421.0,0.06291643,-0.0015358888991002,0.2310174186572329,11.1797147008444,-0.2085537592875347,-0.2085537592875347
2008,40468,GYRO,GYRODYNE COMPANY AMERICA INC,433.0,0.014390214,-0.0237003490548428,0.3387768345652928,10.743679600803132,-0.4563079046126044,-0.4563079046126044
2009,40468,GYRO,GYRODYNE COMPANY AMERICA INC,445.0,0.0,-0.0114528327678857,0.4389354853274843,10.65846073406246,0.6760318039820845,0.6760318039820845
2010,40468,GYRO,GYRODYNE COMPANY AMERICA INC,457.0,0.0,-0.0194577836146558,0.530142074433848,11.20640842175217,0.924292367471583,0.924292367471583
2011,40468,GYRO,GYRODYNE COMPANY AMERICA INC,469.0,0.0,-0.0012201211484077,0.6404480357369308,11.506647976454632,0.2652863012599507,0.2652863012599507
2012,40468,GYRO,GYRODYNE COMPANY AMERICA INC,481.0,0.044291794,0.0002062273719887,0.6907438607251701,11.937318064042202,0.0819330660981161,0.0819330660981161
2013,40468,GYRO,GYRODYNE COMPANY AMERICA INC,493.0,0.78197294,-0.0123342490846392,0.6628365196310687,11.446117342064564,-0.1871915154844817,-0.1871915154844817
2015,40468,GYRO,GYRODYNE COMPANY AMERICA INC,513.0,0.0639412,-0.0196761620964798,0.746377770799222,9.275465459023906,-0.0817435399079999,-0.0817435399079999
2004,46703,MHS,MARRIOTT CORP,660.0,0.0005069193,0.0083886069197589,0.512749214706402,15.30487293405695,0.4086073935231851,0.4086073935231851
2005,46703,MHS,MARRIOTT CORP,672.0,0.012163527,0.0118970097895724,0.6885617217942475,15.61545056753964,0.1211919502418255,0.1211919502418255
2006,46703,MHS,MARRIOTT CORP,684.0,0.021280913,0.016084212468332,0.979942819396432,16.14399802741035,0.3391398565459587,0.3391398565459587
2007,46703,MHS,MARRIOTT CORP,696.0,0.037429687,0.0175877930477445,0.8570227139608498,16.30499853398784,-0.2716039542760506,-0.2716039542760506
2008,46703,MHS,MARRIOTT CORP,708.0,0.076047815,0.0226719639818429,0.9994219214316628,15.737613855811473,-0.5336478965226137,-0.5336478965226137
2009,46703,MHS,MARRIOTT CORP,720.0,0.0522361,0.0170998057716208,1.7971924691510974,15.358270433984185,0.578257390980869,0.578257390980869
